title,battery_format,cathode,anode,electrolyte,additives,DOI
Repelling Polysulfides Using White Graphite Introduced Polymer Membrane as a Shielding Layer in Ambient Temperature Sodium Sulfur Battery,[],[sulfur, sodium, [], [white graphite@ polymer membrane]],10.1002/admi.201901497
Low-temperature all-solid-state lithium-ion batteries based on a di-cross-linked starch solid electrolyte,[],[LiFePO4 or LiNi0.8Co0.1Mn0.1O2, [], starch-based solid electrolyte, []],10.1039/c9ra07781b
Electrochemical Exfoliation of Graphite to Fluorographene: An Effect of Degree of Functionalization on 2Br-/Br2 Redox Reaction,[],[bromine-based redox flow battery, [], [], []],10.1002/slct.201902114
Designing In-Situ-Formed Interphases Enables Highly Reversible Cobalt-Free LiNiO2 Cathode for Li-ion and Li-metal Batteries,[],[LiNiO2, Li metal and graphite, high-fluorinated electrolyte, LiDFOB],10.1016/j.joule.2019.08.004
Enhanced high-voltage cycling stability of Ni-rich LiNi0.8Co0.1Mn0.1O2 cathode coated with Li2O-2B2O3,[],[NCM811, [], [], []],10.1016/j.jallcom.2019.07.176
New lithium-conducting nitride glass Li3BN2,[],[[], [], Li3BN2 glass electrolyte, []],10.1016/j.ssi.2019.05.020
Boron Nitride Enhanced Garnet-Type (Li6.25Al0.25La3Zr2O12) Ceramic Electrolyte for an All-Solid-State Lithium-Ion Battery,[],[LiCoO2, lithium metal, garnet-type Li6.25Al0.25La3Zr2O12 (LALZO) SSE, hexagonal boron nitride (BN)],10.1021/acsaem.9b01431
Computational study on catalytic performance of BC3 and NC3 nanosheets as cathode electrocatalysts for nonaqueous Li-O2 batteries,[],[BC3/NC3 nanosheets, lithium, nonaqueous/DMSO, []],10.1016/j.jpowsour.2019.226845
A boron nitride-polyvinylidene fluoride-co-hexafluoropropylene composite gel polymer electrolyte for lithium metal batteries,[],[Li-rich layered cathode, lithium metal anode, gel polymer electrolyte (GPE), boron nitride (BN) additive],10.1016/j.jallcom.2019.06.321
Boron nitride enhanced polymer/salt hybrid electrolytes for all-solid-state lithium ion batteries,[],[LiFePO4, lithium metal, polymer/salt hybrid electrolyte, boron nitride],10.1016/j.jpowsour.2019.226736
Graphite N-C-P dominated three-dimensional nitrogen and phosphorus co-doped holey graphene foams as high-efficiency electrocatalysts for Zn-air batteries,[],[N,P-HGFs-1000, Zn, alkaline,10.1039/c9nr04696h
"A borate decorated anion-immobilized solid polymer electrolyte for dendrite-free, long-life Li metal batteries",[],[LiFePO4, Li, solid polymer electrolyte, vinylene carbonate,10.1039/c9ta07551h
Polymer composite electrolyte of SPSU(Na)/PPEGMA/hBN for sodium-ion batteries,[],[[], [], polymer composite electrolyte based on polysulfone-sodium sulfonate (SPSU(Na)) blended with poly (polyethylene glycol methacrylate) (PPEGMA), nano-sized hexagonal boron nitride (nano-hBN)],10.1177/0967391119848531
The use of two-dimensional materials in high-temperature rechargeable batteries: current issues and preventative measures,[],[], [], [], [],10.1088/2053-1591/ab1aea
Effect of boron/phosphorus ratio in lithium boron phosphorus oxynitride thin film electrolytes for all-solid-state thin film batteries,[],[[], [], LiBPON thin film electrolyte, []],10.1016/j.tsf.2019.06.055
Hexagonal boron nitride gel electrolytes for solid-state batteries,[coin battery],[LiNi0.8Co0.1Mn0.1O2, graphite, LiPF6 in EC/DEC, FEC].,
"A borate-rich, cross-linked gel polymer electrolyte with near-single ion conduction for lithium metal batteries",[],[cathode material not specified, lithium metal, gel polymer electrolyte with borate moieties, borate additives],10.1039/c9ta05938e
Excellent Electrolyte Wettability and High Energy Density of B2S as a Two-Dimensional Dirac Anode for Non-Lithium-Ion Batteries,[],[not specified, B2S, not specified, not specified],10.1021/acsami.9b07219
Improvement of Cycleability and Rate-Capability of LiNi0.5Co0.2Mn0.3O2 Cathode Materials Coated with Lithium Boron Oxide by an Antisolvent Precipitation Method,[],[LiNi0.5Co0.2Mn0.3O2, [], [], []],10.1002/slct.201900874
Carbon Anodes for Nonaqueous Alkali Metal-Ion Batteries and Their Thermal Safety Aspects,[],[various cathodes, carbon anodes (graphite/graphene/carbon nanotubes/disordered carbons), nonaqueous alkali metal-ion electrolytes, []],10.1002/aenm.201900550
"Ion-Conductive, Viscosity-Tunable Hexagonal Boron Nitride Nanosheet Inks",[],[cathode material not specified, anode material not specified, lithium-ion electrolyte system, no additives specified],10.1002/adfm.201902245
High-Modulus Hexagonal Boron Nitride Nanoplatelet Gel Electrolytes for Solid-State Rechargeable Lithium-Ion Batteries,[],[high-voltage cathodes (>5 V vs Li/Li+), [], gel electrolytes based on imidazolium ionic liquids and exfoliated hexagonal boron nitride (hBN) nanoplatelets, exfoliated hBN nanoplatelets],10.1021/acsnano.9b04989
BC2N monolayers as promising anchoring materials for lithium-sulfur batteries: First-principles insights,[],[sulfur-based cathode, lithium metal anode, [], []],10.1016/j.carbon.2019.04.077
Charge Delocalization on BO4- Centers to Improve Conductivity on Single Lithium Ion Conducting Polymer Electrolytes: A Computational/Experimental Approach,[],[], [], single lithium ion conducting polymer electrolytes based on spa boron atoms linkers by PEG chains, [partial cross-linking and modification of electron-withdrawing substituents on BO4- groups],10.1021/acs.jpcc.9b02945
Expanding the chemistry of single-ion conducting poly(ionic liquid)s with polyhedral boron anions,[],[[], [], single-ion conducting random copolymers bearing polyhedral boron anions, propylene carbonate],10.1002/pi.5878
Solar-powered BDD-electrolysis remediation of soil washing fluid spiked with diesel,[],[[], [], [], []],10.1002/jctb.6110
Chemically exfoliated boron nitride nanosheets form robust interfacial layers for stable solid-state Li metal batteries,[],[cathode material, Li metal, PEO-based electrolyte, BNNSs],10.1039/c9cc02124h
Perfunctionalized Dodecaborate Clusters as Stable Metal-Free Active Materials for Charge Storage,[],[[], [], [], []],10.1021/acsaem.9b00610
"Thermal, structural and electrical study of boron-incorporated LATP glasses and glass-ceramics",[],[[], [], Li2O-Al2O3-B2O3-TiO2-P2O5 glass-ceramic electrolyte, B2O3 additive],10.1016/j.ssi.2019.02.022
Novel Graphene Hydrogel/B-Doped Graphene Quantum Dots Composites as Trifunctional Electrocatalysts for Zn-Air Batteries and Overall Water Splitting,[flexible solid-state Zn-air battery],[GH-BGQD, Zn, solid-state electrolyte, []],10.1002/aenm.201900945
Controlled formation of BNb3O9 nanobelts as superior host material for high performance electrochemical energy storage,[],[LiFePO4, BNb3O9, organic electrolyte, []],10.1016/j.jpowsour.2019.04.051
Stabilizing Solid Electrolyte-Anode Interface in Li-Metal Batteries by Boron Nitride-Based Nanocomposite Coating,[],[LiFePO4, Li, LATP/BN/PEO, []],10.1016/j.joule.2019.03.022
Mesoporous boron carbon nitride/graphene modified separators as efficient polysulfides barrier for highly stable lithium-sulfur batteries,[],[sulfur, lithium, [], []],10.1016/j.jelechem.2019.04.047
The synergistic effect of poly(ethylene glycol)-borate ester on the electrochemical performance of all solid state Si doped-poly(ethylene glycol) hybrid polymer electrolyte for lithium ion battery,[],[LiFePO4, Li, hybrid solid polymer electrolyte (HSPE), B-PEG],10.1016/j.jpowsour.2019.03.081
Trimethyl Borate as Film-Forming Electrolyte Additive To Improve High-Voltage Performances,[],[LiCoO2, [], commercial electrolyte, trimethyl borate (TMB)],10.1021/acsami.9b03417
A New Class of Superhalogen Based Anion Receptor in Li-Ion Battery Electrolytes,[],[[], [], LiPF6 and LiClO4 electrolytes, B[C2HBNO(CN)(2)](3),10.1021/acs.jcim.9b00035
Achieving Ultrahigh Energy Densities of Supercapacitors with Porous Titanium Carbide/Boron-Doped Diamond Composite Electrodes,[],[porous TiC/BDD composite electrode, [], 0.05 m Fe(CN)6(3-/4-) + 1 m Na2SO4 aqueous solution, []],10.1002/aenm.201803623
"RETRACTED: Hydrothermal synthesis and optimization of boron doped LiZr2(PO4)3Li-ion solid electrolyte (Retracted article. See vol. 512, 2020)",[],[[], [], Li(1+x)Zr(2-x)Bx(PO4)(3) solid electrolyte, boron dopant],10.1016/j.apsusc.2018.02.158
Phosphorus and Boron Co-Doped Carbon Coating of LiNi0.5Mn1.5O4 Cathodes for Advanced Lithium-ion Batteries,[],[LiNi0.5Mn1.5O4, [], [], []],10.1002/celc.201900411
Ab initio investigation of the stability of electrolyte/electrode interfaces in all-solid-state Na batteries,[],[layered transition metal oxides and fluorophosphates, sodium metal, solid-state electrolyte, []],10.1039/c8ta10498k
Boron-doped carbon microspheres as the catalyst for rechargeable Al-air batteries,[],[B-CMs catalyst, aluminum, [], []],10.1080/1536383X.2018.1562445
Repelling Polysulfide Ions by Boron Nitride Nanosheet Coated Separators in Lithium-Sulfur Batteries,[],[sulfur, lithium, [], []],10.1021/acsaem.8b02205
Interfacial competition between a borophene-based cathode and electrolyte for the multiple-sulfide immobilization of a lithium sulfur battery,[],[borophene/sulfur composite, [], [], []],10.1039/c8ta12176a
An effective performance of F-Doped hexagonal boron nitride nanosheets as cathode material in magnesium battery,[],[F-doped BN nanosheets, [], [], []],10.1016/j.matchemphys.2019.01.051
An in-situ polymerized solid polymer electrolyte enables excellent interfacial compatibility in lithium batteries,[],[LiFePO4, lithium metal, poly(tetrahydrofuran)-based solid polymer electrolyte, boron trifluoride],10.1016/j.electacta.2019.01.039
Nip the Sodium Dendrites in the Bud on Planar Doped Graphene in Liquid/Gel Electrolytes,[],[cathode material not specified, sodium metal anode, liquid and polymer electrolytes, no additives specified],10.1002/adfm.201807974
UV-curable boron nitride nanosheet/ionic liquid-based crosslinked composite polymer electrolyte in lithium metal batteries,[],[LiFePO4, Li, crosslinked composite polymer electrolyte with ionic liquid and boron nitride nanosheets, ionic liquid and boron nitride nanosheets],10.1016/j.jpowsour.2019.01.004
Enhanced cycling stability of boron-doped lithium-rich layered oxide cathode materials by suppressing transition metal migration,[],[lithium-rich layered oxide (LLO) or boron-doped LLO (LLO@LBO), [], [], []],10.1039/c8ta10786f
Highly efficient Ru/B4C multifunctional oxygen electrode for rechargeable Li-O2 batteries,[],[Ru/B4C, lithium, [], []],10.1016/j.jpowsour.2018.12.016
Phosphorus-Doped Nanocrystalline Diamond for Supercapacitor Application,[],[[], [], Na2SO4, []],10.1002/celc.201801543
Teaching an old dog new tricks: new directions in fundamental and applied closo-carborane anion chemistry,[],[[], [], solution based electrolytes for Mg batteries, []],10.1039/c8cc09663e
Porous covalent organic frameworks for high transference number polymer-based electrolytes,[],[cathode material not specified, anode material not specified, solid polymer electrolyte, porous boron-containing covalent organic frameworks],10.1039/c8cc08725c
Novel and versatile room temperature ionic liquids for energy storage,[],[[], [], closo-boron-cluster based room temperature ionic liquids, []],10.1039/c8ee02437e
Scalable Production of Graphene Oxide Using a 3D-Printed Packed-Bed Electrochemical Reactor with a Boron-Doped Diamond Electrode,[],[lithium-ion battery, [], [], []],10.1021/acsanm.8b02126
Boron additive passivated carbonate electrolytes for stable cycling of 5 V lithium- metal batteries,[],[LiNi0.5Mn1.5O4 (LNMO), Li metal, ethylene carbonate/ethyl methyl carbonate (EC/EMC), tris(pentafluorophenyl)borane (TPFPB)],10.1039/c8ta09380f
High-Performance PE-BN/PVDF-HFP Bilayer Separator for Lithium-Ion Batteries,[coin battery],[lithium iron phosphate, lithium, electrolyte system, []],10.1002/admi.201801330
Borohydride-Scaffolded Li/Na/Mg Fast Ionic Conductors for Promising Solid-State Electrolytes,[],[coated oxides, sulfur, organic electrodes, MgH2,10.1002/adma.201803533
Hard X-ray Photoelectron Spectroscopy Analysis of Surface Chemistry of Spray Pyrolyzed LiNi0.5Co0.2Mn0.3O2 Positive Electrode Coated with Lithium Boron Oxide,[],[LiNi0.5Co0.2Mn0.3O2, [], [], [lithium boron oxide (LBO)]],10.5796/electrochemistry.19-00022
Functional separator for Li/S batteries based on boron-doped graphene and activated carbon,[],[sulfur, lithium, [], []],10.1007/s11051-018-4451-8
Designing iron carbide embedded isolated boron (B) and nitrogen (N) atoms co-doped porous carbon fibers networks with tiny amount of B-N bonds as high-efficiency oxygen reduction reaction catalysts,[],[], [], [], [],10.1016/j.jcis.2018.08.087
Dendrite-Free Lithium Anode Enables the Lithium//Graphite Dual-Ion Battery with Much Improved Cyclic Stability,[],[graphite, Li, [], []],10.1021/acsaem.8b01764
Hybrid Organic-Inorganic Functionalized Dodecaboranes and Their Potential Role in Lithium and Magnesium Ion Batteries,[],[[], [], closo dodecaborate dianion electrolytes, []],10.1021/acs.jpcc.8b09850
Boron Trifluoride Anionic Side Groups in Polyphosphazene Based Polymer Electrolyte with Enhanced Interfacial Stability in Lithium Batteries,[],[[], lithium metal, modified polyphosphazene polymer electrolyte, LiBOB,10.3390/polym10121350
Crystallinity-dependent capacity of a LiBC anode material in Li-ion batteries,[],[not specified, LiBC anode, not specified, not specified],10.1039/c8cp05561k
Constructing Successive Active Sites for Metal-free Electrocatalyst with Boosted Electrocatalytic Activities Toward Hydrogen Evolution and Oxygen Reduction Reactions,[coin battery],[PNC electrocatalyst, zinc, 1 M KOH, []],10.1002/cctc.201801455
Synergistic electrocatalytic oxygen reduction reactions of Pd/B4C for ultrastable Zn-air batteries,[],[oxygen (from air), zinc, alkaline electrolytes, []],10.1016/j.ensm.2018.04.010
Nitrogen and oxygen co-doped graphene quantum dots with high capacitance performance for micro-supercapacitors,[micro-supercapacitors],[N-O-GQD electrode, N-O-GQD electrode, H2SO4/all-solid-state, []],10.1016/j.carbon.2018.06.042
"The influence of the glass additive Li2O-B2O3-SiO2 on the phase composition, conductivity, and microstructure of the Li7La3Zr2O12",[],[[], [], Li7La3Zr2O12 - x wt% 65Li2O·27B2O3·8SiO2 composite electrolytes, 65Li2O·27B2O3·8SiO2 glass additive],10.1016/j.jallcom.2018.06.154
Extending the Service Life of High-Ni Layered Oxides by Tuning the Electrode-Electrolyte Interphase,[],[LiNi0.94Co0.06O2, graphite, [], LiBOB],10.1002/aenm.201801957
Interface features between 30Li2O•47.5V2O5•22.5B2O3 glassy cathode and Li7La3Zr2O12 solid electrolyte,[],[30Li(2)O center dot 47.5V(2)O(5)center dot 22.5B(2)O(3) glassy cathode, [], Li7La3Zr2O12 solid electrolyte, []],10.1016/j.electacta.2018.08.008
Electrochemical Characterization of Single Lithium-Ion Conducting Polymer Electrolytes Based on sp3 Boron and Poly(ethylene glycol) Bridges,[],[[], [], single lithium-ion conducting polymer electrolytes based on sp³ boron and poly(ethylene glycol) bridges, []],10.1021/acsami.8b02519
Template-assisted in situ confinement synthesis of nitrogen and oxygen co-doped 3D porous carbon network for high-performance sodium-ion battery anode,[],[, three-dimensional ultrathin amorphous porous carbon network (nitrogen and oxygen co-doped), , ],10.1039/c8nj02394h
A novel boron-based ionic liquid electrolyte for high voltage lithium-ion batteries with outstanding cycling stability,[coin battery],[LiNi0.5Mn1.5O4 (LNMO), graphite, N-propyl-N-methylpiperidiniumdifluoro(oxalate)borate (PP13DFOB)/lithium bis(trifluoromethanesulfonyl)-imide (LiTFSI)/dimethyl carbonate (DMC), []],10.1016/j.electacta.2018.06.170
Functionalized Carboxyl Carbon/NaBOB Composite as Highly Conductive Electrolyte for Sodium Ion Batteries,[],[[], [], HTC/NaBOB composite electrolyte, []],10.1002/slct.201801954
Boron Embedded in Metal Iron Matrix as a Novel Anode Material of Excellent Performance,[],[, boron-based material dispersed in Fe matrix, ,],10.1002/adma.201801409
